stochastic_year,annual_ground_loss,annual_insured_loss
3545,34204167.41545921,26706544.88784748
3546,1514355605.5371506,1480270316.024114
3547,7.492077809089843,0.0
3548,2357019.00054698,234571.78690846433
3549,0.0,0.0
3550,0.0,0.0
3551,249599250.27521238,224661540.08931518
3552,0.0,0.0
3553,11045250.608319582,7756009.2055693455
3554,36011495.11390655,24410398.308158435
3555,39143361.052551284,27101806.788035966
3556,0.0019417907241691314,0.0
3557,14450303.484026268,8009858.654575408
3558,108916.07366356172,14875.931370149763
3559,0.0,0.0
3560,0.04571030680797129,0.0
3561,311817719.8211823,292752034.24298227
3562,25716.865674736237,479.38361537131414
3563,0.0008020083090799023,0.0
3564,4420755.755587099,1873352.6908546006
3565,552311.0248229911,209562.30067039852
3566,0.0004391968133520054,0.0
3567,0.0,0.0
3568,64726.150277255285,0.0
3569,687401.7545072268,109647.05757225722
3570,4100198.2712855614,2373602.779963283
3571,631062.0773375061,0.0
3572,4796673266.237889,4728835154.250239
3573,23816328.904185735,18584752.494168714
3574,83906.0707795373,429.85769248012184
3575,9878372.241880544,6420869.05698199
3576,379458.8575606461,7640.867453585203
3577,3138646247.635617,3093770817.956009
3578,0.0,0.0
3579,218278.47101537854,71372.45653969268
3580,0.0,0.0
3581,0.0,0.0
3582,1007.5136560040896,0.0
3583,1848237291.2612383,1810724242.9486005
3584,118136.5130199272,8526.64790007091
3585,0.0,0.0
3586,149318118.07493222,135150211.05735484
3587,0.0,0.0
3588,132497.4572216284,9397.62131122181
3589,0.0,0.0
3590,92575375.88974063,81729584.4541228
3591,717389326.7962282,693703896.6630056
3592,0.7814383966239199,0.0
3593,199266718.59346288,183343204.79628906
3594,37596183.32757835,29622896.043945786
3595,12947.921050363837,0.0
3596,59.820568360088636,0.0
3597,0.0,0.0
3598,7.542257519893864e-06,0.0
3599,31407199.127198454,24987459.760061115
3600,0.0,0.0
3601,0.2118063017392834,0.0
3602,102826957.37995587,90013842.9335522
3603,514800.94746644056,145505.8878247621
3604,34163.570059836136,0.0
3605,1438246.2275581912,2275.9883758726446
3606,4224825.5037399,1844826.0223825267
3607,1687.8510094914593,0.0
3608,4256977811.3667016,4192133320.624884
3609,66869.00097509337,0.0
3610,545267.8319520333,0.0
3611,905862.361485089,41.80033178974736
3612,109034.65598150807,1067.346007155602
3613,539479450.1018807,518250711.3000131
3614,42851669.38105636,31978768.84354742
3615,732905533.3495313,708003494.0566449
3616,0.008106392405319372,0.0
3617,88290.02169481876,31516.01150950236
3618,2428056839.634558,2385773201.9403057
3619,0.0,0.0
3620,0.0,0.0
3621,404.86810892579916,0.0
3622,2162081.4922123845,973011.0316694074
3623,0.0010455084765750317,0.0
3624,0.0,0.0
3625,1136064.734848471,414611.3013205418
3626,0.022299945185291246,0.0
3627,0.0,0.0
3628,1.576576784152424,0.0
3629,0.032159004817330576,0.0
3630,7933.1462071818005,509.85306047529593
3631,572341809.8291708,548952938.3487407
3632,0.0,0.0
3633,34241458.620225444,25562841.094961636
3634,26923.784264751506,0.0
3635,3613142.596124917,2052578.9786654033
3636,63983.38004295135,14077.747137500868
3637,16982.521280749086,0.0
3638,120234.47270358317,0.0
3639,8452912.614244737,5060627.455778605
3640,104642.929554964,34329.22214545396
3641,180011.88765529497,55867.63960200221
3642,372096829.9932915,351766226.4503794
3643,6007836.446178765,3783239.2176110726
3644,0.0003128553317610979,0.0
3645,116630469.70489259,98028942.63540336
3646,10297649.252557639,6866478.799449419
3647,11926685.961652515,6906278.785053771
3648,103921.7810981378,19647.497374792852
3649,24482.676055414864,0.0
3650,60900.71102993293,0.0
3651,134699920.7832267,115506698.2047656
3652,37771337.09960976,30769850.98382295
3653,4641834.983734786,299890.95688439586
3654,288555146.9874362,257327518.23151046
3655,1217.9642988342064,0.0
3656,382.4964418497103,0.0
3657,0.11337540146887963,0.0
3658,84399741.28514452,69184027.85993221
3659,31089.978134700075,0.0
3660,0.9033764610727052,0.0
3661,1033619.4933048404,425682.33323714137
3662,0.00011552666892080233,0.0
3663,37542614.75147474,23477035.72451476
3664,221011572.49608526,203830203.64901334
3665,6.534493053542484e-05,0.0
3666,602617739.7303075,579506313.9023257
3667,198.55609341691135,0.0
3668,0.0,0.0
3669,23068697.1335679,16894710.701194525
3670,0.22318776121246245,0.0
3671,231361469.8089297,215923495.83948895
3672,0.217303409704206,0.0
3673,101588853.07003596,89379119.30791436
3674,0.0947329441678844,0.0
3675,1.5269763300001824,0.0
3676,0.0,0.0
3677,70.67895747322727,0.0
3678,2359.6910653119453,0.0
3679,948044.5641689786,0.0
3680,122026.26748966354,23702.84350289674
3681,0.10154465611967549,0.0
3682,147.0779018927516,0.0
3683,0.6449047787660576,0.0
3684,0.0,0.0
3685,3286323.100703916,1832217.109424421
3686,724.150889696262,0.0
3687,1.7257093645678825,0.0
3688,0.0,0.0
3689,62777.871372229005,0.0
3690,0.0,0.0
3691,0.0,0.0
3692,0.09386623478846347,0.0
3693,5939611.723852982,3712640.1450271835
3694,0.003612497740292573,0.0
3695,113925.26738501528,0.0
3696,47.81426308743423,0.0
3697,7272207.5719163455,4736978.504767494
3698,37057.370990665266,0.0
3699,0.0003309696392563867,0.0
3700,28212.19297069163,4656.938839219918
3701,57323248.22357429,37393353.97718772
3702,383.71137010293086,0.0
3703,506650608.5476135,485471269.3075639
3704,4632662.983483398,1283133.1586892218
3705,1716.2313515065564,0.0
3706,94.91931810063014,0.0
3707,5310.856621745051,0.0
3708,89228.71840250044,26193.878879524276
3709,350947.9486659335,0.0
3710,14969322.93507729,10925752.130019885
3711,106218.90123055184,85.93746591762465
3712,1748458943.9499235,1712073825.1002748
3713,0.0,0.0
3714,89.06095084319384,0.0
3715,2498567.7070981422,119334.25294110112
3716,0.0,0.0
3717,0.0,0.0
3718,0.001443291392884513,0.0
3719,639301313.5725214,616569009.8728851
3720,1015534.1600404101,432559.9517906682
3721,2.8694216036398748e-05,0.0
3722,16947353.252515852,9156634.781451007
3723,8371361.313152013,5533989.814128618
